source,source_name,target,target_name,relation,entity_type,comment_role,sentiment,confidence,evidence,weight
place:B0FFH49S2C,玉虚宫,entity:61272b12a338aab8,明清时期建筑风格,评论识别历史,历史记忆谱系,核心识别,正向,0.95,至今仍保留明清时期建筑风格,1
place:B0FFH49S2C,玉虚宫,entity:f9b6295527c2b262,道教宫观,评论识别空间,文化空间谱系,核心识别,中性,0.92,这座玉虚宫是一座是道教宫观,1
place:B0FFH49S2C,玉虚宫,entity:d71fb183eb091e8b,姚氏和李氏家族宗祠,评论识别空间,文化空间谱系,伴随识别,中性,0.88,这里还是姚氏和李氏家族宗祠的所在地,1
place:B0FFH49S2C,玉虚宫,entity:3ca593cbfe3052cb,岭南建筑,评论识别地方性,岭南地方性谱系,核心识别,正向,0.91,在屋檐上面也是比较传统的岭南建筑,1
place:B0FFH49S2C,玉虚宫,entity:ca3d2ac1c285affc,古迹,评论识别空间,文化空间谱系,核心识别,正向,0.85,玉虚宫是村内唯一古迹,1
place:B0FFH49S2C,玉虚宫,entity:14ef5dd98bb64f7d,浮雕艺术,评论识别非遗,非遗民俗谱系,伴随识别,正向,0.89,古朴艺术结合浮雕艺术，可以看出匠人技艺超群,1
place:B0FFH49S2C,玉虚宫,entity:e4dd09cdabef875d,怀古,评论呈现体验,体验主题,体验主题,正向,0.82,怀古，就来这里找寻灵感吧,1
place:B0FFH49S2C,玉虚宫,entity:0ac48d694e3492db,传统历史建筑,评论识别空间,文化空间谱系,背景提及,正向,0.78,但也保留了传统历史建筑,1
place:B02F5076NL,璜矶鹭鸟天堂,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,核心识别,正向,0.95,很隐蔽的地方！要从一个小池塘边走过去才能进去竹林,1
place:B02F5076NL,璜矶鹭鸟天堂,entity:3f726c49dc70760b,商业消费,评论呈现体验,体验主题,伴随识别,正向,0.92,璜矶松皮棚美食农庄，来这里游玩，值得推介你们去附近这家农家菜,1
place:65433cbd5b5c,畅乐水上乐园,entity:d52e117d18f4342a,亲子周边游,评论呈现体验,体验主题,体验主题,正向,0.95,推荐亲子周边游,1
place:65433cbd5b5c,畅乐水上乐园,entity:d136518f6172e560,玩水,评论呈现体验,体验主题,体验主题,中性,0.9,单是玩水的话,1
place:65433cbd5b5c,畅乐水上乐园,entity:1d1a3a61135c8957,游乐设施,评论呈现体验,体验主题,体验主题,负向,0.88,游乐设施比较少,1
place:B0FFGB50JA,盐步老龙,entity:eb4aeab3cb45e012,岭南水乡,评论识别地方性,岭南地方性谱系,核心识别,正向,0.95,岭南水乡,1
place:B0FFGB50JA,盐步老龙,entity:541c3bd901268080,龙舟,评论识别非遗,非遗民俗谱系,核心识别,正向,0.96,龙舟有特色,1
place:B0FFGB50JA,盐步老龙,entity:ab37bcc118747abe,端午,评论识别非遗,非遗民俗谱系,伴随识别,中性,0.93,每年一到端午就有赛龙舟,1
place:B0FFGB50JA,盐步老龙,entity:b54e2cbecdb258e8,赛龙舟,评论呈现体验,体验主题,体验主题,正向,0.91,每年一到端午就有赛龙舟,1
place:B0J1F79OGZ,瞧溪谷西樵山亲水溪谷,entity:65ec2b0529a4249d,亲子游,评论呈现体验,体验主题,核心识别,正向,0.95,适合亲子游，团建,1
place:B0J1F79OGZ,瞧溪谷西樵山亲水溪谷,entity:dd62715941c435ea,露营烧烤,评论呈现体验,体验主题,核心识别,正向,0.93,露营 烧烤好去处,1
place:B0J1F79OGZ,瞧溪谷西樵山亲水溪谷,entity:56a31c5afa484869,水上项目,评论呈现体验,体验主题,核心识别,正向,0.91,水上项目很过瘾,1
place:B0FFF365DR,碧玉洞,entity:a74f7eadb634f4c9,康有为,评论识别人物,人物谱系,背景提及,中性,0.95,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹,1
place:B0FFF365DR,碧玉洞,entity:450e1440c68614a3,詹天佑,评论识别人物,人物谱系,背景提及,中性,0.95,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹,1
place:B0FFF365DR,碧玉洞,entity:96e6271e1dd8484d,黄飞鸿,评论识别人物,人物谱系,背景提及,中性,0.95,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹,1
place:B0FFF365DR,碧玉洞,entity:13d5554a848411d4,霍韬,评论识别人物,人物谱系,核心识别,中性,0.92,相传是明代中期礼部尚书霍韬的重孙霍尚守所建,1
place:B0FFF365DR,碧玉洞,entity:493d85e8458e30db,曹松,评论识别人物,人物谱系,核心识别,正向,0.93,由晚唐诗人、校书郎曹松开辟，他在此教当地人种茶,1
place:B0FFF365DR,碧玉洞,entity:e6a16adc0c22ecde,珠江文明,评论识别历史,历史记忆谱系,背景提及,中性,0.88,是广东四大名山之一、珠江文明的发源地,1
place:B0FFF365DR,碧玉洞,entity:b36579d1976ba7ef,岭南第一个产茶区,评论识别历史,历史记忆谱系,核心识别,正向,0.91,成为岭南第一个产茶区,1
place:B0FFF365DR,碧玉洞,entity:b1757880a0b55b3d,茶仙,评论识别历史,历史记忆谱系,核心识别,中性,0.89,北归后被当地奉为茶仙,1
place:B0FFF365DR,碧玉洞,entity:b605cee5b78a02b7,遇仙桥典故,评论识别历史,历史记忆谱系,核心识别,中性,0.9,以纪念他年轻时在此遇到仙妇点拨，后于此隐居著书,1
place:B0FFF365DR,碧玉洞,entity:83389f179322c7ee,明清,评论识别历史,历史记忆谱系,背景提及,中性,0.85,明清两代有“百步梯”石路直通山,1
place:B0FFF365DR,碧玉洞,entity:580b36c4bc72f94a,玉岩题刻,评论识别空间,文化空间谱系,伴随识别,中性,0.87,“玉岩”题刻下的石洞,1
place:B0FFF365DR,碧玉洞,entity:2bd3fb647cfb0b31,翠微石室,评论识别空间,文化空间谱系,伴随识别,中性,0.86,沿途有：①翠微石室,1
place:B0FFF365DR,碧玉洞,entity:91f940cdd52a9bb1,遇仙桥,评论识别空间,文化空间谱系,伴随识别,中性,0.86,③遇仙桥：长 4 米的简易平板桥,1
place:B0FFF365DR,碧玉洞,entity:50f2c203ca3a63b0,飞玉台,评论识别空间,文化空间谱系,伴随识别,中性,0.84,⑤飞玉台：山崖边的,1
place:B0FFF365DR,碧玉洞,entity:248be40290dbf2eb,百步梯,评论识别空间,文化空间谱系,背景提及,中性,0.85,明清两代有“百步梯”石路直通山,1
place:B0FFF365DR,碧玉洞,entity:f2652d6660d65686,岭南,评论识别地方性,岭南地方性谱系,背景提及,中性,0.88,成为岭南第一个产茶区,1
place:B0FFF365DR,碧玉洞,entity:3d7f02d7068a4852,观景摄影,评论呈现体验,体验主题,体验主题,正向,0.94,是集观景摄影、登山健身、赏花游湖、拜佛祈福于一体的登山类景区,1
place:B0FFF365DR,碧玉洞,entity:f1d4574701c6fa89,登山健身,评论呈现体验,体验主题,体验主题,正向,0.94,是集观景摄影、登山健身、赏花游湖、拜佛祈福于一体的登山类景区,1
place:B0FFF365DR,碧玉洞,entity:e6dadfc97628f439,拜佛祈福,评论呈现体验,体验主题,体验主题,正向,0.93,是集观景摄影、登山健身、赏花游湖、拜佛祈福于一体的登山类景区,1
place:B0FFF365DR,碧玉洞,entity:fcb7ebd408592eca,纳凉散步,评论呈现体验,体验主题,体验主题,正向,0.96,很多人晚上吃了饭过来散步，乘凉,1
place:B0H1KD15OJ,碰碰车,entity:ce6ec174560b3208,亲子体验,评论呈现体验,体验主题,核心识别,正向,0.95,带着小朋友还是来玩了很幼稚的碰碰车啊,1
place:B0H1KD15OJ,碰碰车,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,伴随识别,正向,0.88,紧张刺激，而又其乐无穷,1
place:B02F505476,礌岗公园(北门),entity:34194652794c8a0f,魁星阁,评论识别空间,文化空间谱系,核心识别,正向,0.95,特别是魁星阁，这座仿古塔楼以其独特的岭南风格和 60 米的高度，成为了公园的标志性建筑,1
place:B02F505476,礌岗公园(北门),entity:b6654b2afe5112b2,岭南风格,评论识别地方性,岭南地方性谱系,伴随识别,正向,0.88,以其独特的岭南风格和 60 米的高度,1
place:B02F505476,礌岗公园(北门),entity:44f970b127042660,佛山历史文化,评论识别历史,历史记忆谱系,背景提及,中性,0.75,展示了佛山的历史文化和风土人情,1
place:B02F505476,礌岗公园(北门),entity:1a89f09a1f0cd892,南海地区文化展览,评论呈现体验,体验主题,体验主题,正向,0.82,楼阁每层都有南海地区文化展览,1
place:B02F505476,礌岗公园(北门),entity:4b718b3e5cb3385b,砖雕,评论识别非遗,非遗民俗谱系,伴随识别,正向,0.85,围栏外墙有砖雕，每幅都有古仔讲架,1
place:B02F505476,礌岗公园(北门),entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,体验主题,正向,0.9,是摄影爱好者的绝佳拍摄点,1
place:B02F50YCH3,罗村中心广场,entity:a196c901ea461eea,拍拍照,评论呈现体验,体验主题,体验主题,正向,0.95,拍拍照，惬意、舒适,1
place:B02F50YCH3,罗村中心广场,entity:eb91cb21aef2b268,跳舞打球,评论呈现体验,体验主题,体验主题,中性,0.92,晚上好多人跳舞打球,1
place:4a82536b0c4b,翠岩,entity:a74f7eadb634f4c9,康有为,评论识别人物,人物谱系,背景提及,中性,0.95,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹,1
place:4a82536b0c4b,翠岩,entity:450e1440c68614a3,詹天佑,评论识别人物,人物谱系,背景提及,中性,0.95,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹,1
place:4a82536b0c4b,翠岩,entity:96e6271e1dd8484d,黄飞鸿,评论识别人物,人物谱系,背景提及,中性,0.95,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹,1
place:4a82536b0c4b,翠岩,entity:edb487db03fc1554,石泉书院,评论识别空间,文化空间谱系,伴随识别,中性,0.92,石泉书院：由明代中期礼部尚书方献夫建于明正德十一年,1
place:4a82536b0c4b,翠岩,entity:fc5b37406a43fefb,御书楼,评论识别空间,文化空间谱系,背景提及,中性,0.88,嘉靖十三年（1534 年）扩建御书楼以珍藏御赐书籍,1
place:4a82536b0c4b,翠岩,entity:632f586539b8bd62,张居正,评论识别人物,人物谱系,背景提及,中性,0.9,在明万历七年（1579 年）张居正诏毁天下书院运动时后逐渐荒废,1
place:4a82536b0c4b,翠岩,entity:0bfeb64d1f3b1ebb,胜利亭,评论识别空间,文化空间谱系,伴随识别,正向,0.91,胜利亭：建于民国三十六年（1947 年）的四角亭，以纪念抗日战争胜利,1
place:4a82536b0c4b,翠岩,entity:9f942850741111e9,抗日战争,评论识别历史,历史记忆谱系,背景提及,中性,0.93,以纪念抗日战争胜利,1
place:4a82536b0c4b,翠岩,entity:8ae6d9e2fa2641b4,蟹眼泉,评论识别空间,文化空间谱系,核心识别,正向,0.89,蟹眼泉：因 2 个泉眼似螃蟹眼睛转动而得名，半月形石堤建于清代,1
place:4a82536b0c4b,翠岩,entity:6c470b84f0184ca1,珠江文明,评论识别地方性,岭南地方性谱系,背景提及,中性,0.85,是广东四大名山之一、珠江文明的发源地,1
place:4a82536b0c4b,翠岩,entity:f1d4574701c6fa89,登山健身,评论呈现体验,体验主题,体验主题,正向,0.96,是集观景摄影、登山健身、赏花游湖、拜佛祈福于一体的登山类景区,1
place:4a82536b0c4b,翠岩,entity:3d7f02d7068a4852,观景摄影,评论呈现体验,体验主题,体验主题,正向,0.96,是集观景摄影、登山健身、赏花游湖、拜佛祈福于一体的登山类景区,1
place:B0FFI30V9U,翰林湖农业公园,entity:b99792d0a190ab87,耕读田园,评论呈现体验,体验主题,背景提及,中性,0.85,公园以“耕读田园”为主题,1
place:B0FFI30V9U,翰林湖农业公园,entity:4e502d58efe18c09,沙水古村,评论识别空间,文化空间谱系,伴随识别,中性,0.78,有沙水古村，有湿地，有大片的花圃,1
place:B0FFI30V9U,翰林湖农业公园,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,核心识别,正向,0.95,非常值得去打卡；在这里各种的拍照也是很好看的；早晚特别能出好照片,1
place:B0FFI30V9U,翰林湖农业公园,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,核心识别,正向,0.92,黄色的波斯菊娇艳绽放；粉黛草如梦幻云雾；金黄的稻田,1
place:B0FFG27DFD,蝴蝶谷,entity:50628bda15033127,孙中山,评论识别人物,人物谱系,背景提及,中性,0.85,历史上留有孙中山、宋庆龄等名人足迹,1
place:B0FFG27DFD,蝴蝶谷,entity:3756d60a56afb0bd,宋庆龄,评论识别人物,人物谱系,背景提及,中性,0.85,历史上留有孙中山、宋庆龄等名人足迹,1
place:B0FFG27DFD,蝴蝶谷,entity:feee2d150fc4a54e,中国蝶翅第一画,评论呈现体验,体验主题,核心识别,正向,0.92,"设有包含 85 种蝴蝶的蝴蝶园和 38 米长的""中国蝶翅第一画""画廊",1
place:B0FFG27DFD,蝴蝶谷,entity:42d715264f96201c,羽化奇观,评论呈现体验,体验主题,核心识别,正向,0.9,"春夏季节（4 月至 10 月）可观赏蝴蝶破茧成蝶的""羽化奇观""",1
place:B0FFG27DFD,蝴蝶谷,entity:8bc14298df4d38ba,悬索桥,评论呈现体验,体验主题,核心识别,正向,0.88,悬索桥成为网红打卡点,1
place:B0G1DAE4LO,西樵山国家地质公园,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,核心识别,中性,0.95,爬山的景色一般,1
place:B0G1DAE4LO,西樵山国家地质公园,entity:b596e8027196e19c,文化认知,评论呈现体验,体验主题,伴随识别,正向,0.88,探寻百年古树的秘密,1
place:B0FFFOVW3H,西樵山国艺影视城,entity:72e587404c506a9f,民国,评论识别历史,历史记忆谱系,核心识别,中性,0.95,主打近现代民国的部分,1
place:B0FFFOVW3H,西樵山国艺影视城,entity:83389f179322c7ee,明清,评论识别历史,历史记忆谱系,伴随识别,中性,0.92,仿古建筑，如明清皇宫,1
place:B0FFFOVW3H,西樵山国艺影视城,entity:5d691426f9eebcfd,粤语,评论识别地方性,岭南地方性谱系,伴随识别,中性,0.88,整场对白都是粤语,1
place:B0FFFOVW3H,西樵山国艺影视城,entity:168fad6c4836129f,西关大屋,评论识别空间,文化空间谱系,核心识别,正向,0.94,仿造了西关大屋建筑群,1
place:B0FFFOVW3H,西樵山国艺影视城,entity:08854a3ea7771462,九龙城寨,评论识别空间,文化空间谱系,伴随识别,中性,0.9,分清宫、九龙城寨...等部分,1
place:B0FFFOVW3H,西樵山国艺影视城,entity:ebc86a43879f5544,抗战,评论识别历史,历史记忆谱系,背景提及,中性,0.85,刚好 有剧组在拍抗战戏,1
place:B0FFFOVW3H,西樵山国艺影视城,entity:0aa6d5217e06a754,岭南地区,评论识别地方性,岭南地方性谱系,背景提及,正向,0.87,了解到近代岭南地区的发展历程,1
place:B0FFFOVW3H,西樵山国艺影视城,entity:9004d3d5de467265,表演活动,评论呈现体验,体验主题,体验主题,正向,0.91,拳脚功夫算式实打实的，演员们也很卖力,1
place:B0FFFOVW3H,西樵山国艺影视城,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,体验主题,正向,0.96,适合喜欢取景拍照或者带孩子去溜溜的,1
place:B0FFFOVW3H,西樵山国艺影视城,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,体验主题,正向,0.89,重现了五六十年代旧香港的怀旧风情,1
place:B02F50YSSQ,西樵山宝峰寺,entity:c0620d0596497fef,明朝,评论识别历史,历史记忆谱系,背景提及,中性,0.95,始建于明朝,1
place:B02F50YSSQ,西樵山宝峰寺,entity:f249935dd9687527,南粤四大名寺,评论识别空间,文化空间谱系,核心识别,正向,0.88,为南粤四大名寺之一,1
place:B02F50YSSQ,西樵山宝峰寺,entity:6ae25f9569d432dd,明代建筑风格,评论识别空间,文化空间谱系,伴随识别,正向,0.9,以 61.9 米高的南海观音铜像和明代建筑风格著称,1
place:B0J2B1UNZC,西樵山森吧飞越树上探险乐园,entity:bd96a5b47fb9e224,南海观音文化苑,评论识别空间,文化空间谱系,背景提及,正向,0.95,接著，我們將參觀南海觀音文化苑，讓孩子們感受傳統文化的神聖與寧靜,1
place:B0J2B1UNZC,西樵山森吧飞越树上探险乐园,entity:42ff5c46e9c2f299,西樵山,评论识别历史,历史记忆谱系,背景提及,正向,0.85,這座擁有豐富自然與歷史的名山，將成為我們親子遊的最佳背景,1
place:B0J2B1UNZC,西樵山森吧飞越树上探险乐园,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,核心识别,正向,0.92,穿行在綠意盎然的山間小路，感受清新空氣; 风景很美,1
place:B0J2B1UNZC,西樵山森吧飞越树上探险乐园,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,伴随识别,正向,0.88,創造難忘的回憶; 玩得很开心,1
place:B02F5076F0,西樵山风景名胜区,entity:96e6271e1dd8484d,黄飞鸿,评论识别人物,人物谱系,核心识别,正向,0.95,还有黄飞鸿舞狮表演,1
place:B02F5076F0,西樵山风景名胜区,entity:1d7c1a1f3acdd8a3,醒狮,评论识别非遗,非遗民俗谱系,核心识别,正向,0.93,每天有定时三次的醒狮表演,1
place:B02F5076F0,西樵山风景名胜区,entity:0f30286cdcd5720c,南海观音,评论识别空间,文化空间谱系,核心识别,正向,0.94,礼佛的那尊南海观音很有气势,1
place:B02F5076F0,西樵山风景名胜区,entity:bc337baaac21c424,宝峰寺,评论识别空间,文化空间谱系,伴随识别,负向,0.88,我首先去看了南海观音和宝峰寺,1
place:B02F5076F0,西樵山风景名胜区,entity:e10abef12041b82d,书院,评论识别空间,文化空间谱系,背景提及,中性,0.85,有庙、南海观音、道观、书院,1
place:B02F5076F0,西樵山风景名胜区,entity:7167843899478aee,明清采石场,评论识别历史,历史记忆谱系,伴随识别,中性,0.9,后山是明清时候的采石场,1
place:B02F5076F0,西樵山风景名胜区,entity:f639aec452213fbe,西樵山文化,评论识别历史,历史记忆谱系,背景提及,中性,0.87,形成独特的“西樵山文化”，开创了珠江文明之先河,1
place:B02F5076F0,西樵山风景名胜区,entity:1f0bb4720f4aa624,四方竹,评论识别地方性,岭南地方性谱系,核心识别,正向,0.91,关于这个竹子的由来是跟一个爱情故事相关的,1
place:B02F5076F0,西樵山风景名胜区,entity:492909145eb10465,桃花源记,评论识别历史,历史记忆谱系,背景提及,正向,0.82,眼前的景象正如陶渊明的桃花源记所描绘的,1
place:B02F5076F0,西樵山风景名胜区,entity:3d8d2b6e23b78d35,紫姑井,评论识别历史,历史记忆谱系,伴随识别,中性,0.86,紫姑庙里有一口紫姑井，边上的介绍神乎其神,1
place:B02F5076F0,西樵山风景名胜区,entity:9004d3d5de467265,表演活动,评论呈现体验,体验主题,体验主题,正向,0.92,那飞鸿武馆的舞狮表演很棒,1
place:B02F5076F0,西樵山风景名胜区,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,体验主题,负向,0.89,毫无顾忌的拍照,1
place:B02F5076F0,西樵山风景名胜区,entity:3f726c49dc70760b,商业消费,评论呈现体验,体验主题,体验主题,负向,0.93,和尚敲着功德箱收钱的傲慢,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:a74f7eadb634f4c9,康有为,评论识别人物,人物谱系,背景提及,中性,0.95,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:450e1440c68614a3,詹天佑,评论识别人物,人物谱系,背景提及,中性,0.95,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:541c3bd901268080,龙舟,评论识别非遗,非遗民俗谱系,核心识别,正向,0.92,湖南高踞一座观龙楼，是为民间赛龙舟活动而兴建的,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:230e4835ffd3ec63,半山扒龙船,评论识别非遗,非遗民俗谱系,核心识别,正向,0.94,早在明代，西樵山上就有＂半山扒龙船＂的民俗活动,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:5a75690b26a2811c,西樵山欢乐节,评论识别非遗,非遗民俗谱系,伴随识别,正向,0.88,每年重阳节前后，天湖还举行西樵山欢乐节,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:029e98ca67534feb,观龙楼,评论识别空间,文化空间谱系,伴随识别,中性,0.9,湖南高踞一座观龙楼，是为民间赛龙舟活动而兴建的,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:27fe369a16982589,西樵山地质公园博物馆,评论识别空间,文化空间谱系,背景提及,中性,0.85,西樵山地质公园博物馆（观龙楼）：建于 1980 年的双层楼，室内不开放,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:bc337baaac21c424,宝峰寺,评论识别空间,文化空间谱系,背景提及,中性,0.8,景区分宝峰寺、九龙岩、翠岩、桃花园、茶花园、白云洞,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:e551c1838bb1ecb9,白云洞,评论识别空间,文化空间谱系,体验主题,正向,0.75,一路可观光飞流直下三千尺，白云洞等景点,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:bef480e9811f2c8f,观音像,评论识别空间,文化空间谱系,伴随识别,正向,0.82,在某一段湖边还能望见观音像,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:8f45f3d8ef39fc04,云端村,评论识别空间,文化空间谱系,伴随识别,中性,0.85,有一云端村，为西樵山山顶七村之一,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:fb2245a863c39f00,明代,评论识别历史,历史记忆谱系,背景提及,中性,0.9,早在明代，西樵山上就有＂半山扒龙船＂的民俗活动,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:6c470b84f0184ca1,珠江文明,评论识别地方性,岭南地方性谱系,背景提及,正向,0.88,是广东四大名山之一、珠江文明的发源地,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:d77de866b0d601a3,民族特色小构建筑,评论识别地方性,岭南地方性谱系,伴随识别,正向,0.7,这些富有民族特色的小构建筑，把天湖山水点缀得分外妖娆,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:d0f52e3dccb61fbd,田园生活,评论识别地方性,岭南地方性谱系,体验主题,正向,0.85,直入村舍体会桃花园里有人家的田园生活,1
place:B0FFHJ45NL,西樵山风景名胜区-天湖公园,entity:89c1119b6ba21e18,激光梦幻水幕电影,评论呈现体验,体验主题,体验主题,正向,0.8,天湖公园还配套建有新奇、独特的＂激光梦幻水幕电影＂,1
place:B0FFKJD696,西樵黄大仙祠,entity:bb37b7deb56bd6d0,黄大仙,评论识别人物,人物谱系,核心识别,正向,0.98,里面主要供奉黄大仙、吕洞宾及王重阳三位圣像,1
place:B0FFKJD696,西樵黄大仙祠,entity:6418e0768ca14729,吕洞宾,评论识别人物,人物谱系,伴随识别,中性,0.95,里面主要供奉黄大仙、吕洞宾及王重阳三位圣像,1
place:B0FFKJD696,西樵黄大仙祠,entity:fdfcb73a085a7c87,王重阳,评论识别人物,人物谱系,伴随识别,中性,0.95,里面主要供奉黄大仙、吕洞宾及王重阳三位圣像,1
place:B0FFKJD696,西樵黄大仙祠,entity:042d47d277e79e49,地藏王,评论识别人物,人物谱系,背景提及,中性,0.9,代表传统文化的黄大仙词、地藏王殿,1
place:B0FFKJD696,西樵黄大仙祠,entity:7eed38cad2e8b812,财神,评论识别人物,人物谱系,背景提及,中性,0.88,财神殿的纯银聚宝盆重达 100 公斤,1
place:B0FFKJD696,西樵黄大仙祠,entity:99dda94f73af2f94,寺庙,评论识别空间,文化空间谱系,核心识别,中性,0.85,有一座同名的寺庙,1
place:B0FFKJD696,西樵黄大仙祠,entity:e60a9ed13bde4092,影视基地,评论识别空间,文化空间谱系,伴随识别,正向,0.82,有各种风格建筑、街景的影视基地,1
place:B0FFKJD696,西樵黄大仙祠,entity:aa57fe5e31676ae2,道家,评论识别历史,历史记忆谱系,背景提及,中性,0.8,道家之地，前来拜拜的人一半多,1
place:B0FFKJD696,西樵黄大仙祠,entity:d8ff2a7f0a9af3fd,信俗,评论识别非遗,非遗民俗谱系,体验主题,正向,0.78,你们有没有去拜过黄大仙啊，很灵的,1
place:B0FFKJD696,西樵黄大仙祠,entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,体验主题,正向,0.92,景区人很少适合拍照,1
place:B0FFKJD696,西樵黄大仙祠,entity:3f726c49dc70760b,商业消费,评论呈现体验,体验主题,体验主题,负向,0.89,后来发现国艺的票竟然含黄大仙祠，有点坑，这样就重复买票了,1
place:B0FFHRPUYH,观音庙,entity:f12e1d1b7218b9db,打卡,评论呈现体验,体验主题,体验主题,正向,0.95,打卡好去处,1
place:B0FFG8XPXK,贤鲁岛,entity:64c5fc7dd9d5d404,岭南水乡风情,评论识别地方性,岭南地方性谱系,背景提及,中性,0.85,融入农田机理与岭南水乡风情,1
place:B0FFG8XPXK,贤鲁岛,entity:f17af7640e208d70,水乡人家,评论识别地方性,岭南地方性谱系,背景提及,中性,0.82,以“生态花岛 + 水乡人家”为主题的生态旅游度假区,1
place:B0FFG8XPXK,贤鲁岛,entity:313f95dede8402a7,古村落,评论识别空间,文化空间谱系,伴随识别,正向,0.9,古村落很干净,1
place:B0FFG8XPXK,贤鲁岛,entity:070a847175d56e12,农家菜,评论识别地方性,岭南地方性谱系,体验主题,正向,0.78,性价比不错的本地菜农庄,1
place:B0FFG8XPXK,贤鲁岛,entity:8579664c4a37aaa0,田间风光,评论呈现体验,体验主题,核心识别,正向,0.88,一边踩车一边感受田间风光,1
place:B0HG2U0KTA,铁军公园,entity:ae73711a9042275a,陈铁军,评论识别人物,人物谱系,核心识别,正向,0.95,是专门为纪念革命先烈陈铁军夫妇二人而设立的纪念公园,1
place:B0HG2U0KTA,铁军公园,entity:9dfb92a96f3ce61c,纪念馆,评论识别空间,文化空间谱系,核心识别,中性,0.92,有一尊塑像和陈铁军的一个纪念馆,1
place:B0HG2U0KTA,铁军公园,entity:ece299009af4e44a,陈列和展览,评论呈现体验,体验主题,体验主题,正向,0.88,里面的陈列和展览都非常有珍贵的历史意义,1
place:B0HG2U0KTA,铁军公园,entity:c8d9101cb334f1f1,历史意义,评论识别历史,历史记忆谱系,背景提及,正向,0.85,非常有珍贵的历史意义,1
place:B0FFGA58BQ,银坑村祠堂(乡约),entity:9ac595910fa83695,摄影打卡,评论呈现体验,体验主题,体验主题,正向,0.95,民宿里面拍的日落,1
place:B0FFH4AQI7,陈氏宗祠,entity:4b4d1342137b53e5,古建筑,评论识别空间,文化空间谱系,伴随识别,正向,0.88,大岭村里面有很多古建筑,1
place:B0FFH4AQI7,陈氏宗祠,entity:ec5069cec1c8287d,岭南风情,评论识别地方性,岭南地方性谱系,文化认知,正向,0.92,感受岭南风情,1
place:B0FFH4AQI7,陈氏宗祠,entity:08452131c52541cb,学霸,评论识别历史,历史记忆谱系,背景提及,正向,0.75,据说这里产生过很多的学霸,1
place:B0FFH4AQI7,陈氏宗祠,entity:235731a4511ce47b,风水,评论识别历史,历史记忆谱系,背景提及,正向,0.7,风水肯定也不错,1
place:B0FFH4AQI7,陈氏宗祠,entity:d1b1a50cc5c27e75,赏景,评论呈现体验,体验主题,体验主题,正向,0.85,周末可以来这边赏景,1
place:B0FFFH2PSL,黄岐公园,entity:c93ef63d56bc25ba,龙母庙,评论识别空间,文化空间谱系,背景提及,正向,0.95,历史超 160 年的龙母庙也在园内，香火很旺,1
place:B0FFFH2PSL,黄岐公园,entity:0d11cbf52b2a1d83,空间景观,评论呈现体验,体验主题,核心识别,正向,0.98,傍晚在江边看日落，美到失语,1
