source,target,relation,confidence
龙船饭,龙舟,承载文化,0.85
龙船饭,龙舟,传承于,0.85
大谷村,龙船饭,承载文化,0.85
赛龙舟,大谷村,活动于,0.8
龙头,龙舟,承载文化,0.95
洪圣王,坤甸木,承载文化,0.85
关老爷,坤甸木,承载文化,0.85
张飞庙,坤甸木,承载文化,0.85
张飞庙,杉木,承载文化,0.85
龙舟头,坤甸木,承载文化,0.85
龙舟头,杉木,承载文化,0.85
东兴社,李涌一村,同族,0.85
李涌一村祠堂,东兴社,位于,0.9
大谷,东兴社,同族,0.8
大谷,东洛社,同类,0.75
大谷,东海,同类,0.8
东兴社,东洛社,同类,0.75
东兴社,大谷,同族,0.8
盐步老龙会,洋塘,活动于,0.85
盐步老龙会,华光庙,承载文化,0.8
盐步老龙,盐步华光庙,承载文化,0.9
盐步老龙,珠江,活动于,0.8
盐步老龙,洋塘,活动于,0.75
盐步老龙,荔湾涌,活动于,0.8
九江,清道光年间,发生于,0.9
朱九江,九江龙船出海,关联人物,0.85
六社周将军,九江龙船出海,承载文化,0.9
周仓,关公,同类,0.95
关公,九江龙船出海,承载文化,0.85
方献夫,西樵山志,记载于,0.9
西樵山,九江圩,盛产,0.8
扒龙船,西樵山,承载文化,0.85
赛龙活动,扒龙船,承载文化,0.9
赛龙活动,九江镇,承载文化,0.85
赛龙活动,九江镇,活动于,0.9
中国龙舟名镇,九江镇,属于时期,0.95
中国龙舟名镇,九江镇,承载文化,0.9
中国龙舟名镇,九江镇,活动于,0.85
龙舟巡游活动,九江镇,承载文化,0.9
龙舟巡游活动,九江镇,活动于,0.9
九江龙舟队,九江镇,关联人物,0.95
九江镇,西江,位于,0.9
南国桃园,恬波湖,位于,0.85
恬波湖,南国桃园,位于,0.85
松岗镇,南国桃园,位于,0.9
松岗镇,南国桃园,活动于,0.85
南国桃园,松岗镇,承载文化,0.85
赛龙舟,东胜青年龙舟队,承载文化,0.9
龙头,赛龙舟,承载文化,0.85
黄皮树,赛龙舟,承载文化,0.9
东胜涌,赛龙舟,承载文化,0.85
龙舟说唱,陆伯,承载文化,0.85
龙舟说唱,大沥镇,传承于,0.8
聚龙村,盐步,活动于,0.75
聚龙村,龙母庙,活动于,0.8
龙母庙,黄岐,位于,0.8
大沥中联龙舟队,千灯湖,活动于,0.85
南海龙狮,大沥镇,承载文化,0.85
南海衣冠,大沥镇,承载文化,0.85
黄上岐沙溪,大沥镇,属于时期,0.9
龙舟赛,大沥镇,承载文化,0.85
赛龙小引,沙头,承载文化,0.85
沙头,赛龙小引,传承于,0.9
沙头,扒龙舟,承载文化,0.85
沙头,威龙,承载文化,0.8
沙头,顺徳,活动于,0.9
沙头,中山,活动于,0.9
九江龙舟文化节,五人龙舟,承载文化,0.9
九江龙舟文化节,四人凤艇,承载文化,0.9
五人龙舟,水上马拉松,同类,0.85
四人凤艇,水上马拉松,同类,0.85
五人龙舟赛,仙湖,承载文化,0.9
五人龙舟赛,九江镇,发生于,0.8
余伯,七星村,活动于,0.9
余伯,扒丁,关联人物,0.9
龙舟说唱,龙舟赛,承载文化,0.85
西樵,龙舟赛,活动于,0.8
关祥,扒龙舟,承载文化,0.9
关祥,国显祥和龙盼江山,承载文化,0.85
关祥,扒龙舟,活动于,0.9
国显祥和龙盼江山,扒龙舟,承载文化,0.85
南海龙狮,南海古村,关联人物,0.8
南海衣冠,南海古村,关联人物,0.8
南海龙舟,西樵山,承载文化,0.9
南海龙舟队,屈原杯,发生于,0.9
南海龙舟队,屈原杯,承载文化,0.85
九江龙舟队,莫波湖,活动于,0.85
九江龙舟队,九江镇,承载文化,0.85
九江龙舟队,九江镇,活动于,0.9
九江龙舟队,九江,承载文化,0.85
南海同乡总会龙舟队,九江,承载文化,0.85
九江龙舟队,九江,活动于,0.9
南海丹笑龙,九江,承载文化,0.8
女子龙舟队,西樵,承载文化,0.85
女子龙舟队,西樵,活动于,0.85
女子龙舟队,西樵山,活动于,0.85
沙头,千禧年,属于时期,0.85
周市镇,沙头,同类,0.75
沙头涌,周市镇,位于,0.85
沙头女子龙舟队,沙头涌,承载文化,0.9
吴立胜,九江,活动于,0.95
吴立胜,九江,传承于,0.8
九江,龙舟,承载文化,0.85
九江女子龙舟队,名门世家九江女子龙舟队,关联人物,0.95
九江女子龙舟队,九江龙舟精神,承载文化,0.85
九江龙舟精神,名门世家九江女子龙舟队,传承于,0.85
九江女子龙舟队,九江男子龙舟队,同类,0.9
名门世家九江女子龙舟队,九江女子龙舟队,关联人物,0.9
九江龙舟队,广州亚运会,盛产,0.85
俞进,九江镇,关联人物,0.9
潘志彬,九江镇,关联人物,0.9
俞进,九江龙舟队,关联人物,0.85
潘广德,九江龙舟队,关联人物,1.0
潘志彬,九江龙舟队,关联人物,0.85
邓伟根,龙舟,活动于,0.9
邓伟根,龙舟,承载文化,0.85
九江龙舟基地,龙舟,承载文化,0.9
朱文权,九江龙舟队,关联人物,0.9
九江龙舟队,潘志彬,关联人物,0.9
南海龙狮,邓伟根,关联人物,0.9
南海龙狮,舞狮,同类,0.85
舞狮,《汉书 礼乐志》,记载于,1.0
南海龙狮,区邦敏,关联人物,0.9
舞狮,文殊车萨,承载文化,0.85
舞狮,檀和之,承载文化,0.8
舞狮,唐明皇,关联人物,0.9
南狮,狮子,承载文化,0.9
南狮,南海,承载文化,0.9
南狮,北狮,同类,0.85
南海龙狮,舞狮,承载文化,0.8
南海龙狮,舞狮,传承于,0.9
南海龙狮,舞狮,属于时期,0.85
鹤山鸭嘴狮,南海龙狮,同类,1.0
清远英德鸡公狮,南海龙狮,同类,1.0
广东南狮,马来西亚,传承于,0.85
广东南狮,高桩舞狮,承载文化,0.9
高桩舞狮,马来西亚,传承于,0.8
高桩舞狮,南狮文化,承载文化,0.9
高桩舞狮,南狮文化,同类,0.85
南狮文化,高桩舞狮,传承于,0.8
南狮,扎狮,承载文化,0.85
四牛,南狮,传承于,0.9
舞狮,南海古村,承载文化,0.9
南狮,南海古村,承载文化,0.9
南海狮,扎狮,承载文化,0.9
佛山彩扎狮头,佛山彩扎,同类,0.85
得声乐器社,扎狮师,承载文化,0.85
南派武馆,扎狮师,传承于,0.75
叶四牛,扎狮师,属于时期,0.9
叶四牛,扎狮师,活动于,0.8
佛装狮,南狮,属于时期,0.9
鹤装狮,南狮,属于时期,0.9
佛稚狮,南狮,同类,0.95
四牛师傅,佛稚狮,关联人物,0.85
四牛师傅,佛山狮狮头扎制,传承于,0.85
舞狮,扎狮,承载文化,0.85
四牛师傅,舞狮,传承于,0.9
四牛师傅,扎狮,传承于,0.85
南狮,西樵山,承载文化,0.8
北狮,西樵山,承载文化,0.8
黄飞鸿杯南北狮王争霸赛,南狮,发生于,0.95
黄飞鸿杯南北狮王争霸赛,北狮,发生于,0.95
南狮,南海龙狮,同类,0.9
刘备狮,南狮,承载文化,0.85
关羽狮,南狮,承载文化,0.85
张飞狮,南狮,承载文化,0.85
南狮,醒狮,承载文化,0.85
南狮,高桩狮,同类,0.9
南狮,高桩狮,传承于,0.85
醒狮,南狮,关联人物,0.9
南狮,采青,承载文化,0.85
瑞气,群狮起舞庆升平,同类,0.85
高桩南狮,南海狮队,承载文化,0.85
高桩南狮,黄飞鸿杯狮王争霸赛,发生于,0.9
黄飞鸿之狮王争霸,黄飞鸿,关联人物,0.7
吴仲权,祠堂,活动于,0.9
地堂,祠堂,位于,0.85
南狮,舞狮,同类,0.9
精武会,洪拳,承载文化,0.9
精武会,蔡李佛,承载文化,0.9
精武会,咏春,承载文化,0.9
精武会,龙形源,承载文化,0.9
精武会,白眉源,承载文化,0.9
邓锦涛,三山,活动于,0.9
邵汉生,三山,活动于,0.9
三山,咏春,盛产,0.85
醒狮,南拳,承载文化,0.85
醒狮,罗汉拳,承载文化,0.85
醒狮,此李佛拳,承载文化,0.85
醒狮,龙形拳,承载文化,0.85
黄飞鸿,醒狮,关联人物,0.9
南狮,《黄飞鸿》,记载于,0.9
黄飞鸿,《黄飞鸿》,关联人物,0.85
黄飞鸿,宝芝林,关联人物,0.85
黄飞鸿,宝芝林,承载文化,0.9
黄飞鸿,白云山,关联人物,0.8
黄飞鸿,乐善山房,活动于,0.9
黄飞鸿,子母刀,承载文化,0.9
黄飞鸿,铁线拳,著有,0.9
黄飞鸿,单双虎爪,著有,0.9
黄飞鸿,工字伏虎拳,著有,0.9
黄飞鸿,罗汉金钱镖,著有,0.9
黄飞鸿,四象标龙棍,著有,0.9
黄飞鸿,伏虎拳,承载文化,0.85
黄飞鸿,工字伏虎拳,承载文化,0.85
黄飞鸿,虎鹤双形拳,承载文化,0.9
黄飞鸿,莫桂兰,传承于,0.95
工字伏虎拳,虎鹤双形拳,同类,0.85
黄飞鸿,黄飞鸿纪念馆,创建修建,0.9
黄飞鸿,黄飞鸿纪念馆,关联人物,0.85
黄飞鸿,南狮,关联人物,0.85
黄飞鸿,七星鼓,关联人物,0.9
黄飞鸿,舞龙功夫表演,关联人物,0.9
南狮,七星鼓,承载文化,0.85
南狮,舞龙功夫表演,同类,0.85
1911年,黄飞鸿,活动于,0.9
黄飞鸿,西樵山,出生于,0.9
黄飞鸿,黄飞鸿狮艺武术馆,关联人物,0.9
莫桂兰,英桂兰,同族,0.8
莫桂兰,邓秀琼,同族,0.8
西樵山,禄舟村,位于,0.9
黄飞鸿狮艺武术馆,西樵,位于,0.9
黄飞鸿狮艺武术馆,南狮,承载文化,0.85
南狮,西樵,盛产,0.8
黄飞鸿狮艺武术馆,西樵,活动于,0.9
生菜会,舞狮,承载文化,0.85
大头佛,舞狮,承载文化,0.9
大头佛,生菜会,关联人物,0.75
文殊菩萨,狮子驯化,承载文化,0.9
狮子驯化,舞狮,传承于,0.85
大头佛,舞狮,关联人物,0.7
梁光泰,大头佛,承载文化,0.9
梁光泰,大头佛,活动于,0.85
梁光泰,西樵镇,活动于,0.9
大头佛,西樵镇,承载文化,0.8
光叔,西樵,活动于,0.85
光叔,舞狮,承载文化,0.85
舞狮,舞龙,同类,0.85
舞狮,舞龙,承载文化,0.85
舞狮,舞龙,传承于,0.85
光叔,西樵山,承载文化,0.85
光叔,黄飞鸿故居,关联人物,0.7
黄飞鸿故乡,西樵镇,位于,1.0
西樵镇,南狮,承载文化,0.85
西樵镇,大头佛,承载文化,0.9
光叔,西樵镇,活动于,0.85
光叔,大头佛,传承于,0.9
光叔,南狮,关联人物,0.85
大头佛,南狮,承载文化,0.9
大头佛,南狮,同类,0.85
光叔,南狮,传承于,0.85
南狮,大头佛,同类,0.8
姚大宁,和顺镇,出生于,0.9
生菜会,西樵镇,承载文化,0.8
和顺镇,姚大宁,同族,0.9
南狮,生菜会,承载文化,0.85
南海龙狮武术运动协会,高桩南狮,承载文化,0.85
南海龙狮武术运动协会,高桩南狮,传承于,0.9
传统南狮,高桩南狮,同类,0.8
高桩舞狮,南海,盛产,0.8
高桩舞狮,西樵,活动于,0.75
南海龙狮武术运动协会,双狮对打桩阵,承载文化,0.9
双狮对打桩阵,采青,承载文化,0.85
南海龙狮武术运动协会,水上飞狮,承载文化,0.9
断桥阵,南海龙狮,承载文化,0.9
南狮,龙狮,属于时期,0.8
南狮,南海狮,承载文化,0.9
南狮,南海狮,活动于,0.85
南狮,南海狮,属于时期,0.8
黄飞鸿,黄钦添,同族,0.85
周柏荣,南狮,承载文化,0.9
南狮,大沥,承载文化,0.85
南狮,大沥,盛产,0.9
大沥狮子团,大沥镇,承载文化,0.85
魏振兰,大沥镇,活动于,0.9
黄飞鸿中联龙狮队,大沥镇,承载文化,0.9
麦边舞龙队,大沥镇,承载文化,0.9
李有泉,大沥镇,活动于,0.8
黄钦添,大沥镇,活动于,0.8
黎念忠,大沥镇,活动于,0.8
黄飞鸿中联电缆武术龙狮协会,大沥镇,活动于,0.85
黄飞鸿中联电缆武术龙狮协会,盐步,活动于,0.9
龙腾,盐步舞龙队,承载文化,0.8
大沥龙狮舞,上海世博会,承载文化,0.9
黄钦添,大沥,活动于,0.9
南海衣冠,南海古村,盛产,0.9
黄飞鸿中联武术龙狮团,李有泉,关联人物,0.9
黄飞鸿中联武术龙狮团,黄龙云,关联人物,0.9
李有泉,黄飞鸿中联武术龙狮团,关联人物,0.85
狮头,龙狮训练基地,承载文化,0.95
大鼓,龙狮训练基地,承载文化,0.95
黄飞鸿中联武术龙狮团,黄飞鸿,关联人物,0.9
黄飞鸿杯南狮桩阵比赛,黄飞鸿中联武术龙狮团,承载文化,0.85
西樵山,西樵镇,位于,0.9
狮王争霸赛,西樵镇,承载文化,0.8
黄飞鸿杯狮王争霸赛,西樵山,承载文化,0.85
黄飞鸿,西樵山天湖公园,关联人物,0.85
黄飞鸿,西樵镇,关联人物,0.85
南狮,醒狮,同类,0.9
醒狮,西樵镇,承载文化,0.85
醒狮,西樵镇,活动于,0.9
黄飞鸿,西樵镇,同族,0.85
黄飞鸿,西樵镇,活动于,0.85
黄飞鸿狮艺武术馆,西樵镇,位于,1.0
西樵山,天湖公园,位于,1.0
南狮,西樵山,记载于,0.75
高桩狮,西樵山,记载于,0.75
扎狮,南北狮王争霸赛,承载文化,0.85
西樵山,中国龙狮名镇,承载文化,0.85
中国龙狮运动协会,中国龙狮名镇,传承于,0.9
霍童线狮,西樵山,承载文化,0.8
徐水舞狮,西樵山,承载文化,0.8
黄飞鸿,西樵山,活动于,0.85
黄飞鸿,西樵,活动于,0.85
黄飞鸿,黄饶龙,关联人物,0.8
林世荣,黄飞鸿狮艺武术馆,关联人物,0.8
西樵,黄飞鸿狮艺武术馆,活动于,0.85
技能南狮,南北狮王争霸赛,承载文化,0.9
抽签南狮,南北狮王争霸赛,承载文化,0.9
水上飞狮,世界华人狮王争霸赛,承载文化,0.9
双狮对打,世界华人狮王争霸赛,承载文化,0.9
称桂英南狮队,女子王牌军十三姨女子狮队,同类,0.85
西樵狮王争霸赛,佛山武术,承载文化,0.8
龙狮文化,西樵,传承于,0.85
佛山武术,龙狮文化,同类,0.9
西樵山,龙狮运动,承载文化,0.85
黄飞鸿,龙狮运动,传承于,0.8
黄飞鸿,西樵山,关联人物,0.85
龙狮文化,西樵山,承载文化,0.9
叶问,西樵山,关联人物,0.8
狮王争霸赛,天下第一狮,承载文化,0.9
狮王争霸赛,西樵山,发生于,0.8
天下第一狮,西樵山,位于,0.9
黄飞鸿狮艺武术馆,张师傅,关联人物,0.85
西樵山,怕玉文化广场,位于,1.0
舞狮,天下第一狮,承载文化,0.95
天下第一狮,舞狮,同类,0.85
百狮巡游,西樵山,发生于,0.85
世界第一狮,百狮巡游,承载文化,0.9
世界第一狮,西樵山,发生于,0.8
陈启沅,西樵镇,活动于,0.8
百狮巡游,西樵镇,承载文化,0.9
百狮巡游,西樵山,承载文化,0.85
十三姨狮队,西樵,承载文化,0.9
十三姨狮队,黄飞鸿,关联人物,0.85
黄飞鸿杯狮王争霸赛,十三姨狮队,发生于,0.9
黄飞鸿杯狮王争霸赛,桂城威胜狮队,创建修建,0.9
余卫国,舞狮,传承于,0.85
余卫国,高桩狮,传承于,0.85
舞狮,高桩狮,同类,0.9
西樵山天湖公园,世界华人狮王争霸赛,承载文化,0.95
西樵山天湖公园,黄飞鸿杯世界华人狮王争霸赛,承载文化,0.9
西樵山天湖公园,十三姨女子狮队,活动于,0.85
黄飞鸿杯世界华人狮王争霸赛,十三姨女子狮队,关联人物,0.8
十三姨女子狮队,黄飞鸿,同族,0.75
十三姨狮队,西樵山,承载文化,0.85
十三姨,西樵山,承载文化,0.8
十三姨,西樵山,活动于,0.8
西樵山,西樵中学,活动于,0.85
桂城释北小学,西樵中学,同类,0.75
西樵民乐小学,西樵中学,同类,0.75
黄飞鸿杯中国南北狮王争霸赛,黄飞鸿,关联人物,0.95
黄飞鸿杯世界华人南狮王争霸赛,黄飞鸿,关联人物,0.95
廖敏仪,南海,出生于,0.9
黄飞鸿杯南北狮王争霸赛,南海,盛产,0.8
平西减速机厂,南狮,传承于,0.9
平西减速机厂,南狮,关联人物,0.85
平西减速机厂,南狮,承载文化,0.9
平西减速机厂,南狮,活动于,0.85
南狮,平西减速机厂,传承于,0.8
南狮,平洲,承载文化,0.85
南狮,桂城,承载文化,0.9
南狮,里水,承载文化,0.85
南狮,九江,承载文化,0.85
北沙武术南狮馆,黄氏祠堂,位于,0.9
传达摩祖师爷,陆阿采,传承于,0.85
传达摩祖师爷,白眉道人,传承于,0.85
北沙武术南狮馆,北沙武术南狮队,关联人物,0.8
胡忠贤,何安,关联人物,0.85
黄希年,黄卓,传承于,0.85
黄桂平,黄希年,传承于,0.9
何少横,何安,同族,0.85
谭胡,南沙鹤暖岗村,同族,0.85
南沙武术南狮馆,里水镇,发生于,0.9
北沙武术南狮馆,佛山,活动于,0.85
北沙武术南狮馆,南海县市,活动于,0.85
北沙武术南狮馆,里水新春狮艺大赛,活动于,0.85
北沙武术南狮馆,马来西亚,活动于,0.85
北沙武术南狮馆,中国香港,活动于,0.85
南狮,铁鸡斗蛤,承载文化,0.85
龙狮精神,南狮,承载文化,0.85
佛山南海区,龙舟,盛产,0.95
佛山南海区,南狮,盛产,0.95
佛山南海区,龙舟,承载文化,0.95
佛山南海区,南狮,传承于,0.85
龙舟,南狮,同类,0.9
黄飞鸿,宝芝林药店,关联人物,0.9
黄飞鸿,龙狮,关联人物,0.85
开拓创新精神,南海龙狮,承载文化,0.85
开拓创新精神,南海龙狮,传承于,0.9
南海龙狮,南海,盛产,1.0
狮舞岭南龙腾南海,南海古村,承载文化,0.85
龙舟,樵山,承载文化,0.8
何香凝,盐步,活动于,0.9
陈琼,盐步,出生于,0.9
何香凝,丰岗,关联人物,0.8
何香凝,樵山,活动于,0.85
何香凝,端午,活动于,0.8
李兴浩,丰岗,创建修建,0.95
锦龙,丰岗,承载文化,0.85
端午,丰岗,承载文化,0.8
李兴浩,丰岗博物馆,创建修建,0.95
李兴浩,丰岗百姓小报,创建修建,0.95
李兴浩,丰岗文化长廊,创建修建,0.95
李兴浩,凤岭公园,创建修建,0.95
龙狮精神,松夏工业园区,承载文化,0.8
龙狮精神,南海软件科技园,承载文化,0.8
曾令华,吴彪华,同族,0.8
关润雄,南海龙狮,承载文化,0.85
南海龙狮,南海古村,同类,0.8
南海衣冠,南海古村,同类,0.8
南海区,动感狮城,属于时期,0.8
南海历史文化系列丛书,南海区,活动于,0.85
进士,清代,属于时期,0.9
进士,南海县学,活动于,0.85
状元,清代,属于时期,0.9
进士,南海县学,著有,0.8
南海县学,清代,属于时期,0.9
张国英,孔村,活动于,0.8
何青山,江头村,关联人物,0.9
仙岗古村,西樵山,位于,0.8
云路村,大科村,关联人物,0.85
云端村,石排村,关联人物,0.85
云谷村,西樵山,位于,0.9
西樵山,白山村,位于,0.85
傅德用,怕云村,出生于,0.95
傅家庄园,傅德用,关联人物,0.85
大科书院,大科峰,位于,0.85
石泉洞,西樵山,位于,0.9
湛若水,云谷书院,创建修建,0.85
方献夫,石泉洞,创建修建,0.85
云谷书院,大科书院,同类,0.8
大科书院,西樵山,属于时期,0.85
石泉洞,西樵山,属于时期,0.85
云谷书院,西樵山,属于时期,0.85
天后宫,云路村,位于,0.85
陈献章,云路村,活动于,0.9
韩都宪祠,西樵山,位于,0.9
韩雍,茶仙庙,活动于,0.9
梁氏宗祠,石排村,位于,0.9
西樵山,西樵山文化,承载文化,0.9
西樵山,西樵山文化,属于时期,0.85
松塘村,西樵山,位于,0.8
松塘村,西樵山,承载文化,0.8
区氏,松塘村,关联人物,0.75
松塘村,区氏,活动于,0.8
松塘村,清代,属于时期,0.8
松塘村,清代,活动于,0.75
松塘村,区氏大祠堂,位于,0.8
康有为,松塘村,活动于,0.85
区新,松塘村,同族,0.9
区新,慈禧,关联人物,0.95
区氏大祠堂,松塘村,位于,1.0
松塘村,区梦党,活动于,0.85
松塘村,松塘,位于,0.95
松塘村,区梦党,关联人物,0.95
区梦党,松塘村,活动于,0.95
区梦党,松塘村,出生于,0.95
区梦觉,松塘村,活动于,0.9
区梦觉故居,松塘村,位于,0.85
区梦觉,区梦觉故居,关联人物,0.9
孔村,和顺,属于时期,0.8
孔村,祠堂,承载文化,0.9
孔村,《论语》,记载于,0.85
祠堂,孔村,位于,0.9
孔子,孔村,同族,0.9
至圣家庙,孔村,位于,0.85
植伯,孔村,同族,0.85
植伯,族谱,著有,0.9
植伯,族谱,承载文化,0.85
孔氏,松岗石碍村,同族,0.9
松岗石碍村,白云山,活动于,0.85
孔氏,南社村,同族,0.95
至圣家庙,孔村,活动于,0.85
至圣家庙,孔村,承载文化,0.8
耕读传家,孔村,承载文化,0.9
耕读传家,孔村,活动于,0.9
《论语》,孔村,承载文化,0.9
孔安道,石门中学,承载文化,0.85
孔安道,孔村小学,承载文化,0.8
胭脂塘,汤村,位于,0.85
汤贵公,汤村,活动于,0.75
汤村,胭脂塘,位于,0.85
汤南村,胭脂塘,位于,0.9
祠堂,汤南村,位于,0.85
祠堂,牌坊,位于,0.9
牌坊,祠堂,位于,0.9
祠堂,牌坊,承载文化,0.85
叶氏大祠堂,颜峰村,位于,0.8
榕树,叶氏大祠堂,位于,0.85
榕树,大沥,盛产,0.85
叶氏宗祠,颜峰村,位于,0.8
叶正简,叶氏大宗祠,创建修建,0.9
叶正简,叶氏大宗祠,同族,0.9
叶氏大宗祠,颜峰村,位于,0.85
戎芦岗,叶氏,同族,0.9
叶氏,颜峰村,活动于,0.85
戎芦岗,叶氏,创建修建,0.8
叶正简,颜峰村,活动于,0.85
叶正简故居,叶正简,创建修建,0.95
花园,叶正简,创建修建,0.85
古井,叶正简故居,位于,0.95
世老村,洪武,属于时期,0.85
世老村,老子,同族,0.75
拱卫天枢门楼,世老村,位于,0.9
拱卫天枢门楼,世老村,承载文化,0.85
拱卫天枢门楼,世老村,活动于,0.8
世老村,崇祯十五年,属于时期,0.9
世老村,龙潮书舍,位于,0.9
龙潮书舍,世老村,属于时期,0.9
大有围,良登村,位于,0.85
陈桃川,均和安机器厂,创建修建,0.9
均和安机器厂,良登村,位于,0.85
陈桃川,良登村,活动于,0.9
黄花岗烈士,良登村,出生于,0.9
黄花岗起义,广州,发生于,0.8
黄花岗起义,辛亥革命,属于时期,0.8
康有为故居,苏村,属于时期,0.8
苏村,陈氏,同族,0.9
苏村,黄氏,同族,0.9
苏村,潘氏,同族,0.9
苏村,徐氏,同族,0.9
苏村,细叶榕,盛产,0.9
康佑启,苏村,活动于,0.9
天后庙,光绪元年,始建于,0.9
康有为,陈边村,活动于,0.85
康有为故居,陈边村,位于,1.0
何氏宗祠,陈边村,位于,1.0
陈边村,镇南门,位于,0.8
陈边村,拱北门,位于,0.85
门楼,陈边村,位于,0.85
旗杆夹,陈边村,承载文化,0.85
何氏,陈边村,同族,0.9
何氏,陈边村,同类,0.85
何松润,陈边村,活动于,0.85
何松润,光绪年间,属于时期,0.9
何氏宗祠,何松润,承载文化,0.8
陈边村,健龄何公祠,位于,0.8
陈边村,何氏宗祠,位于,0.8
健龄何公祠,陈边村,属于时期,0.75
何氏宗祠,陈边村,属于时期,0.75
何松润,健龄何公祠,创建修建,0.75
何松润,何氏宗祠,创建修建,0.7
南海古村,非物质文化遗产,承载文化,0.8
孔继明,孔纬,同族,0.85
石碍村,孔氏祠堂,活动于,0.9
石碍村,孔氏祠堂,位于,0.85
孔子,麟玉村,关联人物,0.85
孔子,石码村,属于时期,0.85
石码村,族谱,承载文化,0.8
祭孔仪式,石碍村,发生于,0.95
孔氏,白云山,活动于,0.9
祭孔仪式,《论语》,记载于,0.8
孔子,孔氏,同族,0.95
《论语》,孔子,著有,0.85
玉书楼,麟玉公园,同类,0.85
麟玉村,石碍村,属于时期,0.8
孔氏祠堂,麟玉村,位于,0.9
玉书楼,麟玉村,位于,0.9
茶基村,佛山古镇,位于,0.9
茶基村,南海桂城,属于时期,0.95
茶基村,汾江河,位于,0.9
徐霞客,佛山,活动于,0.9
龙舟竞渡,端午节,承载文化,0.9
扒龙船,茶基村,承载文化,0.9
扒龙船,茶基村,盛产,0.85
龙舟赛,龙舟水,承载文化,0.85
何柳堂,龙舟比赛,承载文化,0.85
何柳堂,何氏宗祠,关联人物,0.8
十番,茶基村,承载文化,0.85
黄文威,向南村,活动于,0.9
黄文威,向南村,著有,0.85
佐庭家刻,南海古村,位于,0.9
天镜家记,南海古村,位于,0.9
西岳书舍,南海古村,位于,0.9
佐庭家刻,向南村,位于,0.9
天镜家记,向南村,位于,0.9
西岳书舍,向南村,位于,0.9
春联,古屋,位于,0.75
李老伯,向南村,关联人物,0.9
李老伯,向南村,活动于,0.9
向南村,李姓,同族,0.9
李氏大宗祠,清代嘉庆年间,始建于,0.95
李可端,清代嘉庆年间,属于时期,0.95
李可琼,清代嘉庆年间,属于时期,0.95
李可藩,清代嘉庆年间,属于时期,0.95
李可端,李可琼,同族,0.85
李可端,李可藩,同族,0.85
李可琼,李可藩,同族,0.85
李可端,李氏大宗祠,创建修建,0.9
李可琼,李氏大宗祠,创建修建,0.9
李可藩,李氏大宗祠,创建修建,0.9
何根,华平村,活动于,0.85
华平村,古榕树,位于,0.9
华平村,古榕树,活动于,0.85
华平村,古榕树,承载文化,0.8
古榕树,华平村,属于时期,0.9
古树,华平村,位于,0.9
古树,华平村,活动于,0.85
古树,华平村,承载文化,0.8
何炜昌,华平村,活动于,1.0
林氏大宗祠,华平村,位于,0.85
林彭年,上林村,同族,0.95
林岳光,第一门,创建修建,0.9
林茧年,第一门,活动于,0.85
林彭年,林兆增,同族,0.85
林氏大宗祠,林彭年,关联人物,0.9
林氏大宗祠,林兆增,关联人物,0.9
林兆增,上林村,活动于,0.9
林茧年,上林村,活动于,0.85
林彭年,上林村,活动于,0.9
林彭年,咸丰二年,属于时期,0.9
林彭年,咸丰十年,属于时期,0.9
颜回,颜边村,同族,0.85
宗祠,颜边村,位于,0.9
灰雕,颜边村,承载文化,0.85
颜真卿,颜边村,属于时期,0.9
颜边村,南海,属于时期,0.8
三堂书院,光绪年间,始建于,0.9
杜甫,杜氏大宗祠,关联人物,0.85
杜氏大宗祠,广州,承载文化,0.8
何融,里水,活动于,0.8
何融,小文教村,活动于,0.8
何融,大文教村,活动于,0.8
小文教村,里水,位于,0.9
大文教村,里水,位于,0.9
小文教村,大文教村,同类,0.85
姚大宁,大文教村,活动于,0.95
姚大宁,大文教村,承载文化,0.8
文教村,涌口,位于,0.85
文教村,涌口,活动于,0.85
文教村,涌口,承载文化,0.8
风雨亭,白石路,位于,0.85
风雨亭,文教村,属于时期,0.9
风雨亭,文教村,承载文化,0.8
兴贤社学,文教村,位于,0.9
兴贤社学,文教村,活动于,0.9
大榕树,文教村,活动于,0.9
兴贤社学,明万历,始建于,1.0
梅松书舍,文教村,位于,0.9
梅松书舍,文教村,属于时期,0.85
梅松书舍,文教村,承载文化,0.8
梅松书舍,文笔塔,位于,0.8
状元府,牌坊,承载文化,0.9
姚大宁,状元坊,关联人物,0.9
姚大宁,姚氏宗祠,关联人物,0.85
武馆,大文教村,位于,0.8
跑马场,大文教村,位于,0.8
清代嘉庆年间,姚大宁,属于时期,1.0
大文教村,清代嘉庆年间,属于时期,1.0
大文教村,武馆,承载文化,0.75
大文教村,跑马场,承载文化,0.75
姚大宁,嘉庆,属于时期,0.9
姚大宁,嘉庆,活动于,0.85
姚大宁,小文教村,活动于,0.85
小文教村,大文教村,同族,0.8
小文教村,大文教村,承载文化,0.75
大文教村,文教村,属于时期,0.85
小文教村,文教村,属于时期,0.85
潘氏大宗祠,文教村,位于,0.9
武状元姚大宁,文教村,活动于,0.75
村头村,西樵山,位于,0.9
猎耳大屋,村头村,位于,0.85
潘氏,村头村,同族,0.9
猎耳大屋,村头村,承载文化,0.8
村头村,猎耳大屋,位于,0.9
猎耳大屋,村头村,属于时期,0.85
村头村,潘氏大宗祠,位于,0.95
炽伯,村头村,活动于,0.8
